Date,Price,Quantity Sold
Oct 09 2021 21: +0,0.139,4373
Oct 09 2021 22: +0,0.139,3222
Oct 09 2021 23: +0,0.139,3100
Oct 10 2021 00: +0,0.138,2140
Oct 10 2021 01: +0,0.14,1541
Oct 10 2021 02: +0,0.14,1712
Oct 10 2021 03: +0,0.146,2365
Oct 10 2021 04: +0,0.15,1921
Oct 10 2021 05: +0,0.149,1748
Oct 10 2021 06: +0,0.15,2083
Oct 10 2021 07: +0,0.146,1657
Oct 10 2021 08: +0,0.15,2102
Oct 10 2021 09: +0,0.148,2451
Oct 10 2021 10: +0,0.15,3057
Oct 10 2021 11: +0,0.146,2591
Oct 10 2021 12: +0,0.14,2976
Oct 10 2021 13: +0,0.139,2826
Oct 10 2021 14: +0,0.14,3454
Oct 10 2021 15: +0,0.139,3638
Oct 10 2021 16: +0,0.139,3494
Oct 10 2021 17: +0,0.149,4834
Oct 10 2021 18: +0,0.146,4590
Oct 10 2021 19: +0,0.143,4276
Oct 10 2021 20: +0,0.144,3920
Oct 10 2021 21: +0,0.139,3006
Oct 10 2021 22: +0,0.133,1956
Oct 10 2021 23: +0,0.132,1901
Oct 11 2021 00: +0,0.131,1338
Oct 11 2021 01: +0,0.136,1442
Oct 11 2021 02: +0,0.15,2000
Oct 11 2021 03: +0,0.14,2274
Oct 11 2021 04: +0,0.139,1325
Oct 11 2021 05: +0,0.135,1209
Oct 11 2021 06: +0,0.138,1547
Oct 11 2021 07: +0,0.138,1566
Oct 11 2021 08: +0,0.138,1831
Oct 11 2021 09: +0,0.136,1864
Oct 11 2021 10: +0,0.135,2001
Oct 11 2021 11: +0,0.135,2351
Oct 11 2021 12: +0,0.135,2724
Oct 11 2021 13: +0,0.135,3267
Oct 11 2021 14: +0,0.133,3813
Oct 11 2021 15: +0,0.139,3856
Oct 11 2021 16: +0,0.149,4026
Oct 11 2021 17: +0,0.14,4460
Oct 11 2021 18: +0,0.137,3828
Oct 11 2021 19: +0,0.132,4162
Oct 11 2021 20: +0,0.133,3804
Oct 11 2021 21: +0,0.135,3261
Oct 11 2021 22: +0,0.134,2506
Oct 11 2021 23: +0,0.134,2135
Oct 12 2021 00: +0,0.131,1307
Oct 12 2021 01: +0,0.134,1446
Oct 12 2021 02: +0,0.132,1199
Oct 12 2021 03: +0,0.138,1390
Oct 12 2021 04: +0,0.135,1200
Oct 12 2021 05: +0,0.132,1216
Oct 12 2021 06: +0,0.133,1296
Oct 12 2021 07: +0,0.136,1355
Oct 12 2021 08: +0,0.138,1243
Oct 12 2021 09: +0,0.132,1677
Oct 12 2021 10: +0,0.139,2487
Oct 12 2021 11: +0,0.135,2140
Oct 12 2021 12: +0,0.14,3527
Oct 12 2021 13: +0,0.139,3585
Oct 12 2021 14: +0,0.136,3450
Oct 12 2021 15: +0,0.135,3725
Oct 12 2021 16: +0,0.15,5575
Oct 12 2021 17: +0,0.136,4843
Oct 12 2021 18: +0,0.138,4398
Oct 12 2021 19: +0,0.133,3583
Oct 12 2021 20: +0,0.133,3639
Oct 12 2021 21: +0,0.136,3329
Oct 12 2021 22: +0,0.133,2875
Oct 12 2021 23: +0,0.132,1999
Oct 13 2021 00: +0,0.134,1709
Oct 13 2021 01: +0,0.135,1634
Oct 13 2021 02: +0,0.135,1643
Oct 13 2021 03: +0,0.136,1938
Oct 13 2021 04: +0,0.136,1073
Oct 13 2021 05: +0,0.138,1326
Oct 13 2021 06: +0,0.138,1785
Oct 13 2021 07: +0,0.138,1832
Oct 13 2021 08: +0,0.138,1891
Oct 13 2021 09: +0,0.142,1830
Oct 13 2021 10: +0,0.138,1938
Oct 13 2021 11: +0,0.14,3390
Oct 13 2021 12: +0,0.137,2583
Oct 13 2021 13: +0,0.139,2935
Oct 13 2021 14: +0,0.14,3914
Oct 13 2021 15: +0,0.138,3920
Oct 13 2021 16: +0,0.146,3852
Oct 13 2021 17: +0,0.149,4810
Oct 13 2021 18: +0,0.139,4086
Oct 13 2021 19: +0,0.139,4732
Oct 13 2021 20: +0,0.137,4153
Oct 13 2021 21: +0,0.132,2871
Oct 13 2021 22: +0,0.132,2567
Oct 13 2021 23: +0,0.132,2028
Oct 14 2021 00: +0,0.132,1894
Oct 14 2021 01: +0,0.13,1340
Oct 14 2021 02: +0,0.13,1310
Oct 14 2021 03: +0,0.13,1267
Oct 14 2021 04: +0,0.138,1682
Oct 14 2021 05: +0,0.139,1314
Oct 14 2021 06: +0,0.13,1510
Oct 14 2021 07: +0,0.132,1306
Oct 14 2021 08: +0,0.135,1548
Oct 14 2021 09: +0,0.137,2115
Oct 14 2021 10: +0,0.132,2477
Oct 14 2021 11: +0,0.136,2510
Oct 14 2021 12: +0,0.136,2636
Oct 14 2021 13: +0,0.129,2879
Oct 14 2021 14: +0,0.13,2966
Oct 14 2021 15: +0,0.13,3332
Oct 14 2021 16: +0,0.139,5157
Oct 14 2021 17: +0,0.133,3943
Oct 14 2021 18: +0,0.138,4560
Oct 14 2021 19: +0,0.133,4239
Oct 14 2021 20: +0,0.128,3687
Oct 14 2021 21: +0,0.129,3150
Oct 14 2021 22: +0,0.129,3021
Oct 14 2021 23: +0,0.127,3232
Oct 15 2021 00: +0,0.13,1619
Oct 15 2021 01: +0,0.129,1724
Oct 15 2021 02: +0,0.127,1218
Oct 15 2021 03: +0,0.129,1714
Oct 15 2021 04: +0,0.129,1471
Oct 15 2021 05: +0,0.137,1888
Oct 15 2021 06: +0,0.132,1361
Oct 15 2021 07: +0,0.138,1321
Oct 15 2021 08: +0,0.137,1888
Oct 15 2021 09: +0,0.139,3378
Oct 15 2021 10: +0,0.138,2653
Oct 15 2021 11: +0,0.138,2346
Oct 15 2021 12: +0,0.137,2344
Oct 15 2021 13: +0,0.137,3526
Oct 15 2021 14: +0,0.139,3711
Oct 15 2021 15: +0,0.138,4496
Oct 15 2021 16: +0,0.137,3493
Oct 15 2021 17: +0,0.133,4097
Oct 15 2021 18: +0,0.132,3997
Oct 15 2021 19: +0,0.132,5349
Oct 15 2021 20: +0,0.129,3804
Oct 15 2021 21: +0,0.129,3343
Oct 15 2021 22: +0,0.127,3279
Oct 15 2021 23: +0,0.128,3393
Oct 16 2021 00: +0,0.129,1946
Oct 16 2021 01: +0,0.129,1673
Oct 16 2021 02: +0,0.13,1821
Oct 16 2021 03: +0,0.13,1401
Oct 16 2021 04: +0,0.13,1365
Oct 16 2021 05: +0,0.13,1541
Oct 16 2021 06: +0,0.129,1709
Oct 16 2021 07: +0,0.133,1788
Oct 16 2021 08: +0,0.138,2037
Oct 16 2021 09: +0,0.138,2992
Oct 16 2021 10: +0,0.13,2694
Oct 16 2021 11: +0,0.13,3115
Oct 16 2021 12: +0,0.13,3012
Oct 16 2021 13: +0,0.132,4064
Oct 16 2021 14: +0,0.13,3997
Oct 16 2021 15: +0,0.133,5395
Oct 16 2021 16: +0,0.13,3806
Oct 16 2021 17: +0,0.133,4245
Oct 16 2021 18: +0,0.13,4313
Oct 16 2021 19: +0,0.139,6266
Oct 16 2021 20: +0,0.127,4417
Oct 16 2021 21: +0,0.129,4597
Oct 16 2021 22: +0,0.127,3091
Oct 16 2021 23: +0,0.129,2595
Oct 17 2021 00: +0,0.123,1608
Oct 17 2021 01: +0,0.13,1713
Oct 17 2021 02: +0,0.129,1463
Oct 17 2021 03: +0,0.129,1448
Oct 17 2021 04: +0,0.138,1718
Oct 17 2021 05: +0,0.138,1612
Oct 17 2021 06: +0,0.132,1156
Oct 17 2021 07: +0,0.129,1588
Oct 17 2021 08: +0,0.137,2302
Oct 17 2021 09: +0,0.139,2904
Oct 17 2021 10: +0,0.139,3476
Oct 17 2021 11: +0,0.141,6095
Oct 17 2021 12: +0,0.137,2676
Oct 17 2021 13: +0,0.133,2994
Oct 17 2021 14: +0,0.13,2922
Oct 17 2021 15: +0,0.127,3146
Oct 17 2021 16: +0,0.126,3441
Oct 17 2021 17: +0,0.129,3791
Oct 17 2021 18: +0,0.126,3524
Oct 17 2021 19: +0,0.126,3794
Oct 17 2021 20: +0,0.125,2739
Oct 17 2021 21: +0,0.126,3327
Oct 17 2021 22: +0,0.126,2826
Oct 17 2021 23: +0,0.126,2112
Oct 18 2021 00: +0,0.13,1847
Oct 18 2021 01: +0,0.126,1326
Oct 18 2021 02: +0,0.129,1321
Oct 18 2021 03: +0,0.127,1164
Oct 18 2021 04: +0,0.128,1154
Oct 18 2021 05: +0,0.14,1578
Oct 18 2021 06: +0,0.133,1361
Oct 18 2021 07: +0,0.138,1989
Oct 18 2021 08: +0,0.137,2383
Oct 18 2021 09: +0,0.13,2823
Oct 18 2021 10: +0,0.127,3112
Oct 18 2021 11: +0,0.126,2864
Oct 18 2021 12: +0,0.126,3015
Oct 18 2021 13: +0,0.127,3359
Oct 18 2021 14: +0,0.13,3985
Oct 18 2021 15: +0,0.134,3451
Oct 18 2021 16: +0,0.127,2398
Oct 18 2021 17: +0,0.13,4094
Oct 18 2021 18: +0,0.129,3799
Oct 18 2021 19: +0,0.128,3332
Oct 18 2021 20: +0,0.13,4276
Oct 18 2021 21: +0,0.126,3494
Oct 18 2021 22: +0,0.126,2799
Oct 18 2021 23: +0,0.126,1701
Oct 19 2021 00: +0,0.126,1465
Oct 19 2021 01: +0,0.127,1688
Oct 19 2021 02: +0,0.129,1649
Oct 19 2021 03: +0,0.126,1243
Oct 19 2021 04: +0,0.129,1457
Oct 19 2021 05: +0,0.128,1149
Oct 19 2021 06: +0,0.131,1310
Oct 19 2021 07: +0,0.14,2520
Oct 19 2021 08: +0,0.139,2367
Oct 19 2021 09: +0,0.138,1870
Oct 19 2021 10: +0,0.137,2642
Oct 19 2021 11: +0,0.139,2472
Oct 19 2021 12: +0,0.14,2815
Oct 19 2021 13: +0,0.139,3197
Oct 19 2021 14: +0,0.128,2719
Oct 19 2021 15: +0,0.127,3150
Oct 19 2021 16: +0,0.13,3966
Oct 19 2021 17: +0,0.129,3435
Oct 19 2021 18: +0,0.126,3793
Oct 19 2021 19: +0,0.127,3815
Oct 19 2021 20: +0,0.126,3115
Oct 19 2021 21: +0,0.127,3742
Oct 19 2021 22: +0,0.124,2597
Oct 19 2021 23: +0,0.127,2486
Oct 20 2021 00: +0,0.125,1822
Oct 20 2021 01: +0,0.13,1860
Oct 20 2021 02: +0,0.127,1619
Oct 20 2021 03: +0,0.128,1187
Oct 20 2021 04: +0,0.14,1248
Oct 20 2021 05: +0,0.134,1636
Oct 20 2021 06: +0,0.138,1661
Oct 20 2021 07: +0,0.138,2005
Oct 20 2021 08: +0,0.14,2137
Oct 20 2021 09: +0,0.133,1661
Oct 20 2021 10: +0,0.127,2216
Oct 20 2021 11: +0,0.125,2018
Oct 20 2021 12: +0,0.13,3039
Oct 20 2021 13: +0,0.128,2910
Oct 20 2021 14: +0,0.126,2208
Oct 20 2021 15: +0,0.127,3971
Oct 20 2021 16: +0,0.133,3295
Oct 20 2021 17: +0,0.128,3655
Oct 20 2021 18: +0,0.127,4397
Oct 20 2021 19: +0,0.126,4184
Oct 20 2021 20: +0,0.128,4503
Oct 20 2021 21: +0,0.128,3493
Oct 20 2021 22: +0,0.12,2141
Oct 20 2021 23: +0,0.121,2304
Oct 21 2021 00: +0,0.122,1989
Oct 21 2021 01: +0,0.129,1672
Oct 21 2021 02: +0,0.13,1945
Oct 21 2021 03: +0,0.14,2259
Oct 21 2021 04: +0,0.14,1266
Oct 21 2021 05: +0,0.14,1106
Oct 21 2021 06: +0,0.15,1800
Oct 21 2021 07: +0,0.14,1455
Oct 21 2021 08: +0,0.134,1464
Oct 21 2021 09: +0,0.13,1771
Oct 21 2021 10: +0,0.125,1604
Oct 21 2021 11: +0,0.128,2201
Oct 21 2021 12: +0,0.127,2667
Oct 21 2021 13: +0,0.129,2496
Oct 21 2021 14: +0,0.13,2835
Oct 21 2021 15: +0,0.136,3529
Oct 21 2021 16: +0,0.13,3228
Oct 21 2021 17: +0,0.124,3104
Oct 21 2021 18: +0,0.127,3708
Oct 21 2021 19: +0,0.122,3003
Oct 21 2021 20: +0,0.123,3317
Oct 21 2021 21: +0,0.123,3043
Oct 21 2021 22: +0,0.124,2615
Oct 21 2021 23: +0,0.124,1942
Oct 22 2021 00: +0,0.122,2764
Oct 22 2021 01: +0,0.122,3546
Oct 22 2021 02: +0,0.122,3210
Oct 22 2021 03: +0,0.122,2020
Oct 22 2021 04: +0,0.122,1942
Oct 22 2021 05: +0,0.127,1981
Oct 22 2021 06: +0,0.127,2440
Oct 22 2021 07: +0,0.124,2937
Oct 22 2021 08: +0,0.127,3943
Oct 22 2021 09: +0,0.124,3896
Oct 22 2021 10: +0,0.124,3815
Oct 22 2021 11: +0,0.122,5275
Oct 22 2021 12: +0,0.131,4365
Oct 22 2021 13: +0,0.122,4384
Oct 22 2021 14: +0,0.123,5184
Oct 22 2021 15: +0,0.122,5264
Oct 22 2021 16: +0,0.119,3455
Oct 22 2021 17: +0,0.12,5055
Oct 22 2021 18: +0,0.124,5927
Oct 22 2021 19: +0,0.121,5419
Oct 22 2021 20: +0,0.12,5957
Oct 22 2021 21: +0,0.122,5353
Oct 22 2021 22: +0,0.12,4113
Oct 22 2021 23: +0,0.123,5206
Oct 23 2021 00: +0,0.122,2796
Oct 23 2021 01: +0,0.125,2116
Oct 23 2021 02: +0,0.123,1786
Oct 23 2021 03: +0,0.125,1912
Oct 23 2021 04: +0,0.122,1544
Oct 23 2021 05: +0,0.125,1915
Oct 23 2021 06: +0,0.123,2774
Oct 23 2021 07: +0,0.127,3744
Oct 23 2021 08: +0,0.125,3878
Oct 23 2021 09: +0,0.122,5204
Oct 23 2021 10: +0,0.122,4751
Oct 23 2021 11: +0,0.122,4313
Oct 23 2021 12: +0,0.126,5024
Oct 23 2021 13: +0,0.126,4404
Oct 23 2021 14: +0,0.126,5390
Oct 23 2021 15: +0,0.125,4647
Oct 23 2021 16: +0,0.12,4282
Oct 23 2021 17: +0,0.124,5943
Oct 23 2021 18: +0,0.12,5266
Oct 23 2021 19: +0,0.12,4596
Oct 23 2021 20: +0,0.12,4885
Oct 23 2021 21: +0,0.124,5070
Oct 23 2021 22: +0,0.122,3862
Oct 23 2021 23: +0,0.116,2469
Oct 24 2021 00: +0,0.113,2540
Oct 24 2021 01: +0,0.12,2245
Oct 24 2021 02: +0,0.114,1521
Oct 24 2021 03: +0,0.122,1923
Oct 24 2021 04: +0,0.115,1509
Oct 24 2021 05: +0,0.128,1474
Oct 24 2021 06: +0,0.127,2302
Oct 24 2021 07: +0,0.128,2290
Oct 24 2021 08: +0,0.127,1900
Oct 24 2021 09: +0,0.12,2501
Oct 24 2021 10: +0,0.114,3400
Oct 24 2021 11: +0,0.116,3246
Oct 24 2021 12: +0,0.114,2939
Oct 24 2021 13: +0,0.115,3147
Oct 24 2021 14: +0,0.116,3675
Oct 24 2021 15: +0,0.119,4123
Oct 24 2021 16: +0,0.116,3509
Oct 24 2021 17: +0,0.116,3656
Oct 24 2021 18: +0,0.117,4362
Oct 24 2021 19: +0,0.114,3453
Oct 24 2021 20: +0,0.115,3356
Oct 24 2021 21: +0,0.114,3394
Oct 24 2021 22: +0,0.119,3331
Oct 24 2021 23: +0,0.119,2285
Oct 25 2021 00: +0,0.117,2213
Oct 25 2021 01: +0,0.13,2362
Oct 25 2021 02: +0,0.13,1728
Oct 25 2021 03: +0,0.12,1417
Oct 25 2021 04: +0,0.127,1734
Oct 25 2021 05: +0,0.12,1630
Oct 25 2021 06: +0,0.12,2315
Oct 25 2021 07: +0,0.122,1370
Oct 25 2021 08: +0,0.127,2687
Oct 25 2021 09: +0,0.12,2510
Oct 25 2021 10: +0,0.119,2301
Oct 25 2021 11: +0,0.12,2797
Oct 25 2021 12: +0,0.12,2916
Oct 25 2021 13: +0,0.12,3074
Oct 25 2021 14: +0,0.119,3507
Oct 25 2021 15: +0,0.12,3754
Oct 25 2021 16: +0,0.12,4439
Oct 25 2021 17: +0,0.12,4562
Oct 25 2021 18: +0,0.117,4550
Oct 25 2021 19: +0,0.117,4961
Oct 25 2021 20: +0,0.117,4660
Oct 25 2021 21: +0,0.117,3671
Oct 25 2021 22: +0,0.116,3281
Oct 25 2021 23: +0,0.121,1379
Oct 26 2021 00: +0,0.118,1751
Oct 26 2021 01: +0,0.122,3047
Oct 26 2021 02: +0,0.12,1845
Oct 26 2021 03: +0,0.117,1448
Oct 26 2021 04: +0,0.121,1490
Oct 26 2021 05: +0,0.12,1364
Oct 26 2021 06: +0,0.12,1154
Oct 26 2021 07: +0,0.127,1937
Oct 26 2021 08: +0,0.116,1546
Oct 26 2021 09: +0,0.121,2651
Oct 26 2021 10: +0,0.117,2431
Oct 26 2021 11: +0,0.12,2842
Oct 26 2021 12: +0,0.128,3695
Oct 26 2021 13: +0,0.12,2952
Oct 26 2021 14: +0,0.127,3501
Oct 26 2021 15: +0,0.116,3535
Oct 26 2021 16: +0,0.125,3853
Oct 26 2021 17: +0,0.121,3283
Oct 26 2021 18: +0,0.117,3976
Oct 26 2021 19: +0,0.116,3737
Oct 26 2021 20: +0,0.116,3826
Oct 26 2021 21: +0,0.12,3278
Oct 26 2021 22: +0,0.12,2928
Oct 26 2021 23: +0,0.12,2553
Oct 27 2021 00: +0,0.117,1450
Oct 27 2021 01: +0,0.12,2011
Oct 27 2021 02: +0,0.116,1535
Oct 27 2021 03: +0,0.12,1624
Oct 27 2021 04: +0,0.121,1559
Oct 27 2021 05: +0,0.12,1526
Oct 27 2021 06: +0,0.12,1275
Oct 27 2021 07: +0,0.12,1905
Oct 27 2021 08: +0,0.12,1894
Oct 27 2021 09: +0,0.118,1711
Oct 27 2021 10: +0,0.119,2250
Oct 27 2021 11: +0,0.119,2463
Oct 27 2021 12: +0,0.119,2947
Oct 27 2021 13: +0,0.117,3252
Oct 27 2021 14: +0,0.12,3595
Oct 27 2021 15: +0,0.119,4078
Oct 27 2021 16: +0,0.12,4060
Oct 27 2021 17: +0,0.118,3612
Oct 27 2021 18: +0,0.117,4495
Oct 27 2021 19: +0,0.118,4584
Oct 27 2021 20: +0,0.12,3772
Oct 27 2021 21: +0,0.116,3367
Oct 27 2021 22: +0,0.117,3954
Oct 27 2021 23: +0,0.116,2620
Oct 28 2021 00: +0,0.117,2000
Oct 28 2021 01: +0,0.12,1618
Oct 28 2021 02: +0,0.117,1274
Oct 28 2021 03: +0,0.116,418
Oct 28 2021 04: +0,0.118,1185
Oct 28 2021 05: +0,0.116,967
Oct 28 2021 06: +0,0.12,1358
Oct 28 2021 07: +0,0.127,1728
Oct 28 2021 08: +0,0.117,1626
Oct 28 2021 09: +0,0.12,1913
Oct 28 2021 10: +0,0.12,2619
Oct 28 2021 11: +0,0.121,3149
Oct 28 2021 12: +0,0.115,2427
Oct 28 2021 13: +0,0.116,3445
Oct 28 2021 14: +0,0.121,3676
Oct 28 2021 15: +0,0.116,3317
Oct 28 2021 16: +0,0.118,3885
Oct 28 2021 17: +0,0.118,4807
Oct 28 2021 18: +0,0.116,4714
Oct 28 2021 19: +0,0.113,5990
Oct 28 2021 20: +0,0.115,4550
Oct 28 2021 21: +0,0.116,4551
Oct 28 2021 22: +0,0.118,3706
Oct 28 2021 23: +0,0.117,2955
Oct 29 2021 00: +0,0.117,2227
Oct 29 2021 01: +0,0.117,1803
Oct 29 2021 02: +0,0.12,2027
Oct 29 2021 03: +0,0.119,1760
Oct 29 2021 04: +0,0.119,1497
Oct 29 2021 05: +0,0.12,1900
Oct 29 2021 06: +0,0.12,1997
Oct 29 2021 07: +0,0.125,2803
Oct 29 2021 08: +0,0.119,2431
Oct 29 2021 09: +0,0.12,2346
Oct 29 2021 10: +0,0.121,3465
Oct 29 2021 11: +0,0.12,2800
Oct 29 2021 12: +0,0.12,3749
Oct 29 2021 13: +0,0.119,3537
Oct 29 2021 14: +0,0.119,3633
Oct 29 2021 15: +0,0.118,4088
Oct 29 2021 16: +0,0.122,4857
Oct 29 2021 17: +0,0.118,5207
Oct 29 2021 18: +0,0.116,4781
Oct 29 2021 19: +0,0.113,4400
Oct 29 2021 20: +0,0.113,4406
Oct 29 2021 21: +0,0.112,4337
Oct 29 2021 22: +0,0.112,3296
Oct 29 2021 23: +0,0.112,3093
Oct 30 2021 00: +0,0.113,2354
Oct 30 2021 01: +0,0.113,2365
Oct 30 2021 02: +0,0.113,1584
Oct 30 2021 03: +0,0.115,2029
Oct 30 2021 04: +0,0.12,1651
Oct 30 2021 05: +0,0.114,1640
Oct 30 2021 06: +0,0.115,1833
Oct 30 2021 07: +0,0.112,1893
Oct 30 2021 08: +0,0.113,2261
Oct 30 2021 09: +0,0.112,2152
Oct 30 2021 10: +0,0.113,2981
Oct 30 2021 11: +0,0.112,3414
Oct 30 2021 12: +0,0.11,3292
Oct 30 2021 13: +0,0.109,4226
Oct 30 2021 14: +0,0.109,3993
Oct 30 2021 15: +0,0.112,6590
Oct 30 2021 16: +0,0.111,5545
Oct 30 2021 17: +0,0.111,5158
Oct 30 2021 18: +0,0.111,4733
Oct 30 2021 19: +0,0.111,4258
Oct 30 2021 20: +0,0.111,4351
Oct 30 2021 21: +0,0.111,4395
Oct 30 2021 22: +0,0.109,3187
Oct 30 2021 23: +0,0.116,3828
Oct 31 2021 00: +0,0.11,2157
Oct 31 2021 01: +0,0.111,1953
Oct 31 2021 02: +0,0.11,1433
Oct 31 2021 03: +0,0.116,1754
Oct 31 2021 04: +0,0.113,1835
Oct 31 2021 05: +0,0.113,1543
Oct 31 2021 06: +0,0.12,1618
Oct 31 2021 07: +0,0.116,2032
Oct 31 2021 08: +0,0.113,2255
Oct 31 2021 09: +0,0.113,2817
Oct 31 2021 10: +0,0.115,3675
Oct 31 2021 11: +0,0.115,3689
Oct 31 2021 12: +0,0.113,3850
Oct 31 2021 13: +0,0.112,4603
Oct 31 2021 14: +0,0.117,5481
Oct 31 2021 15: +0,0.115,5098
Oct 31 2021 16: +0,0.112,4253
Oct 31 2021 17: +0,0.113,4835
Oct 31 2021 18: +0,0.113,5697
Oct 31 2021 19: +0,0.111,5302
Oct 31 2021 20: +0,0.113,5497
Oct 31 2021 21: +0,0.113,6417
Oct 31 2021 22: +0,0.109,3553
Oct 31 2021 23: +0,0.108,2673
Nov 01 2021 00: +0,0.107,2145
Nov 01 2021 01: +0,0.11,2050
Nov 01 2021 02: +0,0.109,1541
Nov 01 2021 03: +0,0.111,1552
Nov 01 2021 04: +0,0.11,1192
Nov 01 2021 05: +0,0.119,1701
Nov 01 2021 06: +0,0.115,1455
Nov 01 2021 07: +0,0.119,1651
Nov 01 2021 08: +0,0.113,1926
Nov 01 2021 09: +0,0.113,2092
Nov 01 2021 10: +0,0.113,2597
Nov 01 2021 11: +0,0.113,3404
Nov 01 2021 12: +0,0.12,3593
Nov 01 2021 13: +0,0.113,4096
Nov 01 2021 14: +0,0.117,3759
Nov 01 2021 15: +0,0.119,4449
Nov 01 2021 16: +0,0.114,4009
Nov 01 2021 17: +0,0.119,4040
Nov 01 2021 18: +0,0.113,4345
Nov 01 2021 19: +0,0.112,4322
Nov 01 2021 20: +0,0.109,3937
Nov 01 2021 21: +0,0.109,3877
Nov 01 2021 22: +0,0.12,4450
Nov 01 2021 23: +0,0.108,2217
Nov 02 2021 00: +0,0.108,2162
Nov 02 2021 01: +0,0.12,1721
Nov 02 2021 02: +0,0.119,1516
Nov 02 2021 03: +0,0.12,1491
Nov 02 2021 04: +0,0.12,1592
Nov 02 2021 05: +0,0.116,921
Nov 02 2021 06: +0,0.119,1542
Nov 02 2021 07: +0,0.12,1510
Nov 02 2021 08: +0,0.127,2245
Nov 02 2021 09: +0,0.12,1842
Nov 02 2021 10: +0,0.115,2455
Nov 02 2021 11: +0,0.113,2594
Nov 02 2021 12: +0,0.12,2528
Nov 02 2021 13: +0,0.12,3200
Nov 02 2021 14: +0,0.116,3729
Nov 02 2021 15: +0,0.116,3520
Nov 02 2021 16: +0,0.116,4191
Nov 02 2021 17: +0,0.13,5571
Nov 02 2021 18: +0,0.117,4590
Nov 02 2021 19: +0,0.118,3730
Nov 02 2021 20: +0,0.12,3773
Nov 02 2021 21: +0,0.116,3728
Nov 02 2021 22: +0,0.116,3325
Nov 02 2021 23: +0,0.115,2988
Nov 03 2021 00: +0,0.116,1958
Nov 03 2021 01: +0,0.121,2510
Nov 03 2021 02: +0,0.128,1985
Nov 03 2021 03: +0,0.122,1736
Nov 03 2021 04: +0,0.122,1674
Nov 03 2021 05: +0,0.126,2009
Nov 03 2021 06: +0,0.127,1363
Nov 03 2021 07: +0,0.119,1811
Nov 03 2021 08: +0,0.119,2141
Nov 03 2021 09: +0,0.119,1665
Nov 03 2021 10: +0,0.119,2298
Nov 03 2021 11: +0,0.116,2670
Nov 03 2021 12: +0,0.114,2421
Nov 03 2021 13: +0,0.118,3975
Nov 03 2021 14: +0,0.12,3669
Nov 03 2021 15: +0,0.126,4535
Nov 03 2021 16: +0,0.127,4618
Nov 03 2021 17: +0,0.12,5039
Nov 03 2021 18: +0,0.12,5095
Nov 03 2021 19: +0,0.118,4000
Nov 03 2021 20: +0,0.12,4482
Nov 03 2021 21: +0,0.12,4200
Nov 03 2021 22: +0,0.12,3057
Nov 03 2021 23: +0,0.116,3166
Nov 04 2021 00: +0,0.12,2451
Nov 04 2021 01: +0,0.122,1908
Nov 04 2021 02: +0,0.127,2412
Nov 04 2021 03: +0,0.12,1367
Nov 04 2021 04: +0,0.127,1510
Nov 04 2021 05: +0,0.126,946
Nov 04 2021 06: +0,0.126,1219
Nov 04 2021 07: +0,0.13,1635
Nov 04 2021 08: +0,0.119,1721
Nov 04 2021 09: +0,0.122,2065
Nov 04 2021 10: +0,0.126,3424
Nov 04 2021 11: +0,0.12,2356
Nov 04 2021 12: +0,0.12,2609
Nov 04 2021 13: +0,0.12,2877
Nov 04 2021 14: +0,0.12,3915
Nov 04 2021 15: +0,0.12,3841
Nov 04 2021 16: +0,0.121,3767
Nov 04 2021 17: +0,0.126,4133
Nov 04 2021 18: +0,0.119,4039
Nov 04 2021 19: +0,0.118,3892
Nov 04 2021 20: +0,0.117,4090
Nov 04 2021 21: +0,0.119,4416
Nov 04 2021 22: +0,0.119,2870
Nov 04 2021 23: +0,0.12,3620
Nov 05 2021 00: +0,0.119,2255
Nov 05 2021 01: +0,0.12,2160
Nov 05 2021 02: +0,0.12,1904
Nov 05 2021 03: +0,0.124,1573
Nov 05 2021 04: +0,0.127,1289
Nov 05 2021 05: +0,0.128,1413
Nov 05 2021 06: +0,0.128,2054
Nov 05 2021 07: +0,0.13,1975
Nov 05 2021 08: +0,0.13,2379
Nov 05 2021 09: +0,0.135,3336
Nov 05 2021 10: +0,0.127,5625
Nov 05 2021 11: +0,0.127,4326
Nov 05 2021 12: +0,0.127,3593
Nov 05 2021 13: +0,0.126,3709
Nov 05 2021 14: +0,0.125,3360
Nov 05 2021 15: +0,0.122,3032
Nov 05 2021 16: +0,0.124,3284
Nov 05 2021 17: +0,0.125,3622
Nov 05 2021 18: +0,0.127,4435
Nov 05 2021 19: +0,0.127,4964
Nov 05 2021 20: +0,0.128,4619
Nov 05 2021 21: +0,0.127,4843
Nov 05 2021 22: +0,0.127,5553
Nov 05 2021 23: +0,0.127,3790
Nov 06 2021 00: +0,0.128,3002
Nov 06 2021 01: +0,0.13,2610
Nov 06 2021 02: +0,0.13,1910
Nov 06 2021 03: +0,0.13,2219
Nov 06 2021 04: +0,0.133,1940
Nov 06 2021 05: +0,0.138,2146
Nov 06 2021 06: +0,0.137,1808
Nov 06 2021 07: +0,0.137,2025
Nov 06 2021 08: +0,0.138,2883
Nov 06 2021 09: +0,0.139,5077
Nov 06 2021 10: +0,0.141,4020
Nov 06 2021 11: +0,0.14,3889
Nov 06 2021 12: +0,0.141,4650
Nov 06 2021 13: +0,0.14,3929
Nov 06 2021 14: +0,0.145,7345
